E번호,단어(Word),출현횟수(Count),절수(Verses),뜻(Meaning),구절주소(References)
E00944,baalim,18,18,,"Jdg 2:11; Jdg 3:7; Jdg 8:33; Jdg 10:6; Jdg 10:10; 1Sa 7:4; 1Sa 12:10; 1Ki 18:18; 2Ch 17:3; 2Ch 24:7; 2Ch 28:2; 2Ch 33:3; 2Ch 34:4; Jer 2:23; Jer 9:14; Hos 2:13; Hos 2:17; Hos 11:2"
E00945,baalis,1,1,,"Jer 40:14"
E00946,baalmeon,3,3,,"Num 32:38; 1Ch 5:8; Eze 25:9"
E00947,baalpeor,6,5,,"Num 25:3; Num 25:5; Deu 4:3; Psa 106:28; Hos 9:10"
E00948,baalperazim,4,2,,"2Sa 5:20; 1Ch 14:11"
E00949,baalshalisha,1,1,,"2Ki 4:42"
E00950,baaltamar,1,1,,"Jdg 20:33"
E00951,baalzebub,4,4,,"2Ki 1:2; 2Ki 1:3; 2Ki 1:6; 2Ki 1:16"
E00952,baalzephon,3,3,,"Exo 14:2; Exo 14:9; Num 33:7"
E00953,baana,2,2,,"1Ki 4:12; Neh 3:4"
E00954,baanah,10,10,,"2Sa 4:2; 2Sa 4:5; 2Sa 4:6; 2Sa 4:9; 2Sa 23:29; 1Ki 4:16; 1Ch 11:30; Ezr 2:2; Neh 7:7; Neh 10:27"
E00955,baara,1,1,,"1Ch 8:8"
E00956,baaseiah,1,1,,"1Ch 6:40"
E00957,baasha,28,26,,"1Ki 15:16; 1Ki 15:17; 1Ki 15:19; 1Ki 15:21; 1Ki 15:22; 1Ki 15:27; 1Ki 15:28; 1Ki 15:32; 1Ki 15:33; 1Ki 16:1; 1Ki 16:3; 1Ki 16:4; 1Ki 16:5; 1Ki 16:6; 1Ki 16:7; 1Ki 16:8; 1Ki 16:11; 1Ki 16:12; 1Ki 16:13; 1Ki 21:22; 2Ki 9:9; 2Ch 16:1; 2Ch 16:3; 2Ch 16:5; 2Ch 16:6; Jer 41:9"
E00958,babbler,2,2,,"Ecc 10:11; Act 17:18"
E00959,babbling,1,1,,"Pro 23:29"
E00960,babblings,2,2,,"1Ti 6:20; 2Ti 2:16"
E00961,babe,6,6,,"Exo 2:6; Luk 1:41; Luk 1:44; Luk 2:12; Luk 2:16; Heb 5:13"
E00962,babel,2,2,,"Gen 10:10; Gen 11:9"
E00963,babes,9,9,,"Psa 8:2; Psa 17:14; Isa 3:4; Mat 11:25; Mat 21:16; Luk 10:21; Rom 2:20; 1Co 3:1; 1Pe 2:2"
E00964,babylon,294,260,,"2Ki 17:24; 2Ki 17:30; 2Ki 20:12; 2Ki 20:14; 2Ki 20:17; 2Ki 20:18; 2Ki 24:1; 2Ki 24:7; 2Ki 24:10; 2Ki 24:11; 2Ki 24:12; 2Ki 24:15; 2Ki 24:16; 2Ki 24:17; 2Ki 24:20; 2Ki 25:1; 2Ki 25:6; 2Ki 25:7; 2Ki 25:8; 2Ki 25:11; 2Ki 25:13; 2Ki 25:20; 2Ki 25:21; 2Ki 25:22; 2Ki 25:23; 2Ki 25:24; 2Ki 25:27; 2Ki 25:28; 1Ch 9:1; 2Ch 32:31; 2Ch 33:11; 2Ch 36:6; 2Ch 36:7; 2Ch 36:10; 2Ch 36:18; 2Ch 36:20; Ezr 1:11; Ezr 2:1; Ezr 5:12; Ezr 5:13; Ezr 5:14; Ezr 5:17; Ezr 6:1; Ezr 6:5; Ezr 7:6; Ezr 7:9; Ezr 7:16; Ezr 8:1; Neh 7:6; Neh 13:6; Est 2:6; Psa 87:4; Psa 137:1; Psa 137:8; Isa 13:1; Isa 13:19; Isa 14:4; Isa 14:22; Isa 21:9; Isa 39:1; Isa 39:3; Isa 39:6; Isa 39:7; Isa 43:14; Isa 47:1; Isa 48:14; Isa 48:20; Jer 20:4; Jer 20:5; Jer 20:6; Jer 21:2; Jer 21:4; Jer 21:7; Jer 21:10; Jer 22:25; Jer 24:1; Jer 25:1; Jer 25:9; Jer 25:11; Jer 25:12; Jer 27:6; Jer 27:8; Jer 27:9; Jer 27:11; Jer 27:12; Jer 27:13; Jer 27:14; Jer 27:16; Jer 27:17; Jer 27:18; Jer 27:20; Jer 27:22; Jer 28:2; Jer 28:3; Jer 28:4; Jer 28:6; Jer 28:11; Jer 28:14; Jer 29:1; Jer 29:3"
E00965,babylonians,4,4,,"Ezr 4:9; Eze 23:15; Eze 23:17; Eze 23:23"
E00966,babylonish,1,1,,"Jos 7:21"
E00967,baca,1,1,,"Psa 84:6"
E00968,bachrites,1,1,,"Num 26:35"
E00969,back,154,151,,"Gen 14:16; Gen 19:9; Gen 19:26; Gen 38:29; Gen 39:9; Exo 14:21; Exo 18:2; Exo 23:4; Exo 33:23; Num 9:7; Num 13:26; Num 22:34; Num 24:11; Deu 23:13; Jos 8:20; Jos 8:26; Jos 11:10; Jos 23:12; Jdg 11:35; Jdg 18:26; Rut 1:15; Rut 2:6; 1Sa 10:9; 1Sa 15:11; 1Sa 25:34; 2Sa 1:22; 2Sa 12:23; 2Sa 15:20; 2Sa 15:25; 2Sa 17:3; 2Sa 18:16; 2Sa 19:10; 2Sa 19:11; 2Sa 19:12; 2Sa 19:37; 2Sa 19:43; 1Ki 13:18; 1Ki 13:19; 1Ki 13:20; 1Ki 13:22; 1Ki 13:23; 1Ki 13:26; 1Ki 13:29; 1Ki 14:9; 1Ki 14:28; 1Ki 18:37; 1Ki 19:20; 1Ki 19:21; 1Ki 22:26; 1Ki 22:33; 2Ki 1:5; 2Ki 2:13; 2Ki 2:24; 2Ki 8:29; 2Ki 15:20; 2Ki 19:28; 2Ki 20:9; 1Ch 21:20; 2Ch 13:14; 2Ch 18:25; 2Ch 18:32; 2Ch 19:4; 2Ch 25:13; 2Ch 34:16; Neh 2:15; Job 23:12; Job 26:9; Job 33:18; Job 33:30; Job 34:27; Job 39:22; Psa 9:3; Psa 14:7; Psa 19:13; Psa 21:12; Psa 35:4; Psa 44:10; Psa 44:18; Psa 53:3; Psa 53:6; Psa 56:9; Psa 70:3; Psa 78:9; Psa 78:41; Psa 78:57; Psa 80:18; Psa 85:1; Psa 114:3; Psa 114:5; Psa 129:3; Psa 129:5; Pro 10:13; Pro 19:29; Pro 26:3; Isa 14:27; Isa 31:2; Isa 37:29; Isa 38:17; Isa 42:17; Isa 43:6"
E00970,backbiters,1,1,,"Rom 1:30"
E00971,backbiteth,1,1,,"Psa 15:3"
E00972,backbiting,1,1,,"Pro 25:23"
E00973,backbitings,1,1,,"2Co 12:20"
E00974,backbone,1,1,,"Lev 3:9"
E00975,backs,8,8,,"Exo 23:27; Jos 7:8; Jos 7:12; Jdg 20:42; 2Ch 29:6; Neh 9:26; Eze 8:16; Eze 10:12"
E00976,backside,3,3,,"Exo 3:1; Exo 26:12; Rev 5:1"
E00977,backslider,1,1,,"Pro 14:14"
E00978,backsliding,12,12,,"Jer 3:6; Jer 3:8; Jer 3:11; Jer 3:12; Jer 3:14; Jer 3:22; Jer 8:5; Jer 31:22; Jer 49:4; Hos 4:16; Hos 11:7; Hos 14:4"
E00979,backslidings,4,4,,"Jer 2:19; Jer 3:22; Jer 5:6; Jer 14:7"
E00980,backward,18,17,,"Gen 9:23; Gen 49:17; 1Sa 4:18; 2Ki 20:10; 2Ki 20:11; Job 23:8; Psa 40:14; Psa 70:2; Isa 1:4; Isa 28:13; Isa 38:8; Isa 44:25; Isa 59:14; Jer 7:24; Jer 15:6; Lam 1:8; Joh 18:6"
E00981,bad,18,17,,"Gen 24:50; Gen 31:24; Gen 31:29; Lev 27:10; Lev 27:12; Lev 27:14; Lev 27:33; Num 13:19; Num 24:13; 2Sa 13:22; 2Sa 14:17; 1Ki 3:9; Ezr 4:12; Jer 24:2; Mat 13:48; Mat 22:10; 2Co 5:10"
E00982,bade,18,18,,"Gen 43:17; Exo 16:24; Num 14:10; Jos 11:9; Rut 3:6; 1Sa 24:10; 2Sa 1:18; 2Sa 14:19; 2Ch 10:12; Est 4:15; Mat 16:12; Luk 14:9; Luk 14:10; Luk 14:12; Luk 14:16; Act 11:12; Act 18:21; Act 22:24"
E00983,badest,1,1,,"Gen 27:19"
E00984,badgers,14,14,,"Exo 25:5; Exo 26:14; Exo 35:7; Exo 35:23; Exo 36:19; Exo 39:34; Num 4:6; Num 4:8; Num 4:10; Num 4:11; Num 4:12; Num 4:14; Num 4:25; Eze 16:10"
E00985,badness,1,1,,"Gen 41:19"
E00986,bag,11,11,,"Deu 25:13; 1Sa 17:40; 1Sa 17:49; Job 14:17; Pro 7:20; Pro 16:11; Isa 46:6; Mic 6:11; Hag 1:6; Joh 12:6; Joh 13:29"
E00987,bags,3,3,,"2Ki 5:23; 2Ki 12:10; Luk 12:33"
E00988,baharumite,1,1,,"1Ch 11:33"
E00989,bahurim,5,5,,"2Sa 3:16; 2Sa 16:5; 2Sa 17:18; 2Sa 19:16; 1Ki 2:8"
E00990,bajith,1,1,,"Isa 15:2"
E00991,bakbakkar,1,1,,"1Ch 9:15"
E00992,bakbuk,2,2,,"Ezr 2:51; Neh 7:53"
E00993,bakbukiah,3,3,,"Neh 11:17; Neh 12:9; Neh 12:25"
E00994,bake,9,8,,"Gen 19:3; Exo 16:23; Lev 24:5; Lev 26:26; 1Sa 28:24; 2Sa 13:8; Eze 4:12; Eze 46:20"
E00995,baked,4,4,,"Exo 12:39; Num 11:8; 1Ch 23:29; Isa 44:19"
E00996,bakemeats,1,1,,"Gen 40:17"
E00997,baken,9,8,,"Lev 2:4; Lev 2:5; Lev 2:7; Lev 6:17; Lev 6:21; Lev 7:9; Lev 23:17; 1Ki 19:6"
E00998,baker,8,8,,"Gen 40:1; Gen 40:5; Gen 40:16; Gen 40:20; Gen 40:22; Gen 41:10; Hos 7:4; Hos 7:6"
E00999,bakers,3,3,,"Gen 40:2; 1Sa 8:13; Jer 37:21"
E01000,baketh,1,1,,"Isa 44:15"
E01001,balaam,63,59,,"Num 22:5; Num 22:7; Num 22:8; Num 22:9; Num 22:10; Num 22:12; Num 22:13; Num 22:14; Num 22:16; Num 22:18; Num 22:20; Num 22:21; Num 22:23; Num 22:25; Num 22:27; Num 22:28; Num 22:29; Num 22:30; Num 22:31; Num 22:34; Num 22:35; Num 22:36; Num 22:37; Num 22:38; Num 22:39; Num 22:40; Num 22:41; Num 23:1; Num 23:2; Num 23:3; Num 23:4; Num 23:5; Num 23:11; Num 23:16; Num 23:25; Num 23:26; Num 23:27; Num 23:28; Num 23:29; Num 23:30; Num 24:1; Num 24:2; Num 24:3; Num 24:10; Num 24:12; Num 24:15; Num 24:25; Num 31:8; Num 31:16; Deu 23:4; Deu 23:5; Jos 13:22; Jos 24:9; Jos 24:10; Neh 13:2; Mic 6:5; 2Pe 2:15; Jud 1:11; Rev 2:14"
E01002,balac,1,1,,"Rev 2:14"
E01003,baladan,2,2,,"2Ki 20:12; Isa 39:1"
E01004,balah,1,1,,"Jos 19:3"
E01005,balak,43,40,,"Num 22:2; Num 22:4; Num 22:7; Num 22:10; Num 22:13; Num 22:14; Num 22:15; Num 22:16; Num 22:18; Num 22:35; Num 22:36; Num 22:37; Num 22:38; Num 22:39; Num 22:40; Num 22:41; Num 23:1; Num 23:2; Num 23:3; Num 23:5; Num 23:7; Num 23:11; Num 23:13; Num 23:15; Num 23:16; Num 23:17; Num 23:18; Num 23:25; Num 23:26; Num 23:27; Num 23:28; Num 23:29; Num 23:30; Num 24:10; Num 24:12; Num 24:13; Num 24:25; Jos 24:9; Jdg 11:25; Mic 6:5"
E01006,balance,8,8,,"Job 31:6; Psa 62:9; Pro 11:1; Pro 16:11; Pro 20:23; Isa 40:12; Isa 40:15; Isa 46:6"
E01007,balances,10,10,,"Lev 19:36; Job 6:2; Jer 32:10; Eze 5:1; Eze 45:10; Dan 5:27; Hos 12:7; Amo 8:5; Mic 6:11; Rev 6:5"
E01008,balancings,1,1,,"Job 37:16"
E01009,bald,16,11,,"Lev 11:22; Lev 13:40; Lev 13:41; Lev 13:42; Lev 13:43; 2Ki 2:23; Jer 16:6; Jer 48:37; Eze 27:31; Eze 29:18; Mic 1:16"
E01010,baldness,9,9,,"Lev 21:5; Deu 14:1; Isa 3:24; Isa 15:2; Isa 22:12; Jer 47:5; Eze 7:18; Amo 8:10; Mic 1:16"
E01011,ball,1,1,,"Isa 22:18"
E01012,balm,6,6,,"Gen 37:25; Gen 43:11; Jer 8:22; Jer 46:11; Jer 51:8; Eze 27:17"
E01013,bamah,1,1,,"Eze 20:29"
E01014,bamoth,2,2,,"Num 21:19; Num 21:20"
E01015,bamothbaal,1,1,,"Jos 13:17"
E01016,band,19,18,,"Exo 39:23; 1Sa 10:26; 1Ki 11:24; 2Ki 13:21; 1Ch 12:18; 1Ch 12:21; 2Ch 22:1; Ezr 8:22; Job 39:10; Dan 4:15; Dan 4:23; Mat 27:27; Mar 15:16; Joh 18:3; Joh 18:12; Act 10:1; Act 21:31; Act 27:1"
E01017,banded,1,1,,"Act 23:12"
E01018,bands,46,42,,"Gen 32:7; Gen 32:10; Lev 26:13; Jdg 15:14; 2Sa 4:2; 2Ki 6:23; 2Ki 13:20; 2Ki 23:33; 2Ki 24:2; 1Ch 7:4; 1Ch 12:23; 2Ch 26:11; Job 1:17; Job 38:31; Job 39:5; Psa 2:3; Psa 73:4; Psa 107:14; Psa 119:61; Pro 30:27; Ecc 7:26; Isa 28:22; Isa 52:2; Isa 58:6; Jer 2:20; Eze 3:25; Eze 4:8; Eze 12:14; Eze 17:21; Eze 34:27; Eze 38:6; Eze 38:9; Eze 38:22; Eze 39:4; Hos 11:4; Zec 11:7; Zec 11:14; Luk 8:29; Act 16:26; Act 22:30; Act 27:40; Col 2:19"
E01019,bani,15,14,,"2Sa 23:36; 1Ch 6:46; 1Ch 9:4; Ezr 2:10; Ezr 10:29; Ezr 10:34; Ezr 10:38; Neh 3:17; Neh 8:7; Neh 9:4; Neh 9:5; Neh 10:13; Neh 10:14; Neh 11:22"
E01020,banished,2,2,,"2Sa 14:13; 2Sa 14:14"
E01021,banishment,2,2,,"Ezr 7:26; Lam 2:14"
E01022,bank,14,13,,"Gen 41:17; Deu 4:48; Jos 12:2; Jos 13:9; Jos 13:16; 2Sa 20:15; 2Ki 2:13; 2Ki 19:32; Isa 37:33; Eze 47:7; Eze 47:12; Dan 12:5; Luk 19:23"
E01023,banks,5,5,,"Jos 3:15; Jos 4:18; 1Ch 12:15; Isa 8:7; Dan 8:16"
E01024,banner,3,3,,"Psa 60:4; Sol 2:4; Isa 13:2"
E01025,banners,3,3,,"Psa 20:5; Sol 6:4; Sol 6:10"
E01026,banquet,14,14,,"Est 5:4; Est 5:5; Est 5:6; Est 5:8; Est 5:12; Est 5:14; Est 6:14; Est 7:1; Est 7:2; Est 7:7; Est 7:8; Job 41:6; Dan 5:10; Amo 6:7"
E01027,banqueting,1,1,,"Sol 2:4"
E01028,banquetings,1,1,,"1Pe 4:3"
E01029,baptism,22,22,,"Mat 3:7; Mat 20:22; Mat 20:23; Mat 21:25; Mar 1:4; Mar 10:38; Mar 10:39; Mar 11:30; Luk 3:3; Luk 7:29; Luk 12:50; Luk 20:4; Act 1:22; Act 10:37; Act 13:24; Act 18:25; Act 19:3; Act 19:4; Rom 6:4; Eph 4:5; Col 2:12; 1Pe 3:21"
E01030,baptisms,1,1,,"Heb 6:2"
E01031,baptist,15,15,,"Mat 3:1; Mat 11:11; Mat 11:12; Mat 14:2; Mat 14:8; Mat 16:14; Mat 17:13; Mar 6:14; Mar 6:24; Mar 6:25; Mar 8:28; Luk 7:20; Luk 7:28; Luk 7:33; Luk 9:19"
E01032,baptize,9,7,,"Mat 3:11; Mar 1:4; Mar 1:8; Luk 3:16; Joh 1:26; Joh 1:33; 1Co 1:17"
E01033,baptized,61,51,,"Mat 3:6; Mat 3:13; Mat 3:14; Mat 3:16; Mat 20:22; Mat 20:23; Mar 1:5; Mar 1:8; Mar 1:9; Mar 10:38; Mar 10:39; Mar 16:16; Luk 3:7; Luk 3:12; Luk 3:21; Luk 7:29; Luk 7:30; Luk 12:50; Joh 3:22; Joh 3:23; Joh 4:1; Joh 4:2; Joh 10:40; Act 1:5; Act 2:38; Act 2:41; Act 8:12; Act 8:13; Act 8:16; Act 8:36; Act 8:38; Act 9:18; Act 10:47; Act 10:48; Act 11:16; Act 16:15; Act 16:33; Act 18:8; Act 19:3; Act 19:4; Act 19:5; Act 22:16; Rom 6:3; 1Co 1:13; 1Co 1:14; 1Co 1:15; 1Co 1:16; 1Co 10:2; 1Co 12:13; 1Co 15:29; Gal 3:27"
E01034,baptizest,1,1,,"Joh 1:25"
E01035,baptizeth,2,2,,"Joh 1:33; Joh 3:26"
E01036,baptizing,4,4,,"Mat 28:19; Joh 1:28; Joh 1:31; Joh 3:23"
E01037,bar,7,7,,"Exo 26:28; Exo 36:33; Num 4:10; Num 4:12; Jdg 16:3; Neh 7:3; Amo 1:5"
E01038,barabbas,11,10,,"Mat 27:16; Mat 27:17; Mat 27:20; Mat 27:21; Mat 27:26; Mar 15:7; Mar 15:11; Mar 15:15; Luk 23:18; Joh 18:40"
E01039,barachel,2,2,,"Job 32:2; Job 32:6"
E01040,barachias,1,1,,"Mat 23:35"
E01041,barak,14,13,,"Jdg 4:6; Jdg 4:8; Jdg 4:9; Jdg 4:10; Jdg 4:12; Jdg 4:14; Jdg 4:15; Jdg 4:16; Jdg 4:22; Jdg 5:1; Jdg 5:12; Jdg 5:15; Heb 11:32"
E01042,barbarian,3,2,,"1Co 14:11; Col 3:11"
E01043,barbarians,2,2,,"Act 28:4; Rom 1:14"
E01044,barbarous,1,1,,"Act 28:2"
E01045,barbed,1,1,,"Job 41:7"
E01046,barber,1,1,,"Eze 5:1"
E01047,bare,186,178,,"Gen 4:1; Gen 4:2; Gen 4:17; Gen 4:20; Gen 4:22; Gen 4:25; Gen 6:4; Gen 7:17; Gen 16:1; Gen 16:15; Gen 16:16; Gen 19:37; Gen 19:38; Gen 20:17; Gen 21:2; Gen 21:3; Gen 22:24; Gen 24:24; Gen 24:36; Gen 24:47; Gen 25:2; Gen 25:12; Gen 25:26; Gen 29:32; Gen 29:33; Gen 29:34; Gen 29:35; Gen 30:1; Gen 30:5; Gen 30:7; Gen 30:10; Gen 30:12; Gen 30:17; Gen 30:19; Gen 30:21; Gen 30:23; Gen 31:8; Gen 31:39; Gen 34:1; Gen 36:4; Gen 36:5; Gen 36:12; Gen 36:14; Gen 38:3; Gen 38:4; Gen 38:5; Gen 41:50; Gen 44:27; Gen 46:15; Gen 46:18; Gen 46:20; Gen 46:25; Exo 2:2; Exo 2:22; Exo 6:20; Exo 6:23; Exo 6:25; Exo 19:4; Lev 13:45; Lev 13:55; Num 13:23; Num 26:59; Deu 1:31; Deu 31:9; Deu 31:25; Jos 3:15; Jos 3:17; Jos 4:9; Jos 4:10; Jos 4:18; Jos 8:33; Jdg 3:18; Jdg 8:31; Jdg 11:2; Jdg 13:2; Jdg 13:24; Rut 4:12; Rut 4:13; 1Sa 1:20; 1Sa 2:21; 1Sa 14:1; 1Sa 14:6; 1Sa 17:41; 2Sa 6:13; 2Sa 11:27; 2Sa 12:15; 2Sa 12:24; 2Sa 18:15; 2Sa 21:8; 1Ki 1:6; 1Ki 5:15; 1Ki 9:23; 1Ki 10:2; 1Ki 11:20; 1Ki 14:28; 2Ki 4:17; 2Ki 5:23; 1Ch 1:32; 1Ch 2:4; 1Ch 2:17"
E01048,barefoot,4,4,,"2Sa 15:30; Isa 20:2; Isa 20:3; Isa 20:4"
E01049,barest,3,3,,"1Ki 2:26; Isa 63:19; Joh 3:26"
E01050,barhumite,1,1,,"2Sa 23:31"
E01051,bariah,1,1,,"1Ch 3:22"
E01052,barjesus,1,1,,"Act 13:6"
E01053,barjona,1,1,,"Mat 16:17"
E01054,bark,1,1,,"Isa 56:10"
E01055,barked,1,1,,"Joe 1:7"
E01056,barkos,2,2,,"Ezr 2:53; Neh 7:55"
E01057,barley,37,35,,"Exo 9:31; Lev 27:16; Num 5:15; Deu 8:8; Jdg 7:13; Rut 1:22; Rut 2:17; Rut 2:23; Rut 3:2; Rut 3:15; Rut 3:17; 2Sa 14:30; 2Sa 17:28; 2Sa 21:9; 1Ki 4:28; 2Ki 4:42; 2Ki 7:1; 2Ki 7:16; 2Ki 7:18; 1Ch 11:13; 2Ch 2:10; 2Ch 2:15; 2Ch 27:5; Job 31:40; Isa 28:25; Jer 41:8; Eze 4:9; Eze 4:12; Eze 13:19; Eze 45:13; Hos 3:2; Joe 1:11; Joh 6:9; Joh 6:13; Rev 6:6"
E01058,barn,4,4,,"Job 39:12; Hag 2:19; Mat 13:30; Luk 12:24"
E01059,barnabas,29,28,,"Act 4:36; Act 9:27; Act 11:22; Act 11:25; Act 11:30; Act 12:25; Act 13:1; Act 13:2; Act 13:7; Act 13:43; Act 13:46; Act 13:50; Act 14:12; Act 14:14; Act 14:20; Act 15:2; Act 15:12; Act 15:22; Act 15:25; Act 15:35; Act 15:36; Act 15:37; Act 15:39; 1Co 9:6; Gal 2:1; Gal 2:9; Gal 2:13; Col 4:10"
E01060,barnfloor,1,1,,"2Ki 6:27"
E01061,barns,4,4,,"Pro 3:10; Joe 1:17; Mat 6:26; Luk 12:18"
E01062,barrel,3,3,,"1Ki 17:12; 1Ki 17:14; 1Ki 17:16"
E01063,barrels,1,1,,"1Ki 18:33"
E01064,barren,23,23,,"Gen 11:30; Gen 25:21; Gen 29:31; Exo 23:26; Deu 7:14; Jdg 13:2; Jdg 13:3; 1Sa 2:5; 2Ki 2:19; 2Ki 2:21; Job 24:21; Job 39:6; Psa 113:9; Pro 30:16; Sol 4:2; Sol 6:6; Isa 54:1; Joe 2:20; Luk 1:7; Luk 1:36; Luk 23:29; Gal 4:27; 2Pe 1:8"
E01065,barrenness,1,1,,"Psa 107:34"
E01066,bars,38,34,,"Exo 26:26; Exo 26:27; Exo 26:29; Exo 35:11; Exo 36:31; Exo 36:32; Exo 36:34; Exo 39:33; Exo 40:18; Num 3:36; Num 4:31; Deu 3:5; 1Sa 23:7; 1Ki 4:13; 2Ch 8:5; 2Ch 14:7; Neh 3:3; Neh 3:6; Neh 3:13; Neh 3:14; Neh 3:15; Job 17:16; Job 38:10; Job 40:18; Psa 107:16; Psa 147:13; Pro 18:19; Isa 45:2; Jer 49:31; Jer 51:30; Lam 2:9; Eze 38:11; Jon 2:6; Nah 3:13"
E01067,barsabas,2,2,,"Act 1:23; Act 15:22"
E01068,bartholomew,4,4,,"Mat 10:3; Mar 3:18; Luk 6:14; Act 1:13"
E01069,bartimaeus,1,1,,"Mar 10:46"
E01070,baruch,26,24,,"Neh 3:20; Neh 10:6; Neh 11:5; Jer 32:12; Jer 32:13; Jer 32:16; Jer 36:4; Jer 36:5; Jer 36:8; Jer 36:10; Jer 36:13; Jer 36:14; Jer 36:15; Jer 36:16; Jer 36:17; Jer 36:18; Jer 36:19; Jer 36:26; Jer 36:27; Jer 36:32; Jer 43:3; Jer 43:6; Jer 45:1; Jer 45:2"
E01071,barzillai,12,10,,"2Sa 17:27; 2Sa 19:31; 2Sa 19:32; 2Sa 19:33; 2Sa 19:34; 2Sa 19:39; 2Sa 21:8; 1Ki 2:7; Ezr 2:61; Neh 7:63"
E01072,base,18,16,,"2Sa 6:22; 1Ki 7:27; 1Ki 7:29; 1Ki 7:30; 1Ki 7:31; 1Ki 7:32; 1Ki 7:34; 1Ki 7:35; Job 30:8; Isa 3:5; Eze 17:14; Eze 29:14; Zec 5:11; Mal 2:9; 1Co 1:28; 2Co 10:1"
E01073,baser,1,1,,"Act 17:5"
E01074,bases,16,14,,"1Ki 7:27; 1Ki 7:28; 1Ki 7:37; 1Ki 7:38; 1Ki 7:39; 1Ki 7:43; 2Ki 16:17; 2Ki 25:13; 2Ki 25:16; 2Ch 4:14; Ezr 3:3; Jer 27:19; Jer 52:17; Jer 52:20"
E01075,basest,2,2,,"Eze 29:15; Dan 4:17"
E01076,bashan,59,52,,"Num 21:33; Num 32:33; Deu 1:4; Deu 3:1; Deu 3:3; Deu 3:4; Deu 3:10; Deu 3:11; Deu 3:13; Deu 4:43; Deu 4:47; Deu 29:7; Deu 32:14; Deu 33:22; Jos 9:10; Jos 12:4; Jos 12:5; Jos 13:11; Jos 13:12; Jos 13:30; Jos 13:31; Jos 17:1; Jos 17:5; Jos 20:8; Jos 21:6; Jos 21:27; Jos 22:7; 1Ki 4:13; 1Ki 4:19; 2Ki 10:33; 1Ch 5:11; 1Ch 5:12; 1Ch 5:16; 1Ch 5:23; 1Ch 6:62; 1Ch 6:71; Neh 9:22; Psa 22:12; Psa 68:15; Psa 68:22; Psa 135:11; Psa 136:20; Isa 2:13; Isa 33:9; Jer 22:20; Jer 50:19; Eze 27:6; Eze 39:18; Amo 4:1; Mic 7:14; Nah 1:4; Zec 11:2"
E01077,bashanhavothjair,1,1,,"Deu 3:14"
E01078,bashemath,6,6,,"Gen 26:34; Gen 36:3; Gen 36:4; Gen 36:10; Gen 36:13; Gen 36:17"
E01079,basket,23,20,,"Gen 40:17; Exo 29:3; Exo 29:23; Exo 29:32; Lev 8:2; Lev 8:26; Lev 8:31; Num 6:15; Num 6:17; Num 6:19; Deu 26:2; Deu 26:4; Deu 28:5; Deu 28:17; Jdg 6:19; Jer 24:2; Amo 8:1; Amo 8:2; Act 9:25; 2Co 11:33"
E01080,baskets,15,15,,"Gen 40:16; Gen 40:18; 2Ki 10:7; Jer 6:9; Jer 24:1; Mat 14:20; Mat 15:37; Mat 16:9; Mat 16:10; Mar 6:43; Mar 8:8; Mar 8:19; Mar 8:20; Luk 9:17; Joh 6:13"
E01081,basmath,1,1,,"1Ki 4:15"
E01082,bason,5,3,,"Exo 12:22; 1Ch 28:17; Joh 13:5"
E01083,basons,18,17,,"Exo 24:6; Exo 27:3; Exo 38:3; Num 4:14; 2Sa 17:28; 1Ki 7:40; 1Ki 7:45; 1Ki 7:50; 2Ki 12:13; 1Ch 28:17; 2Ch 4:8; 2Ch 4:11; 2Ch 4:22; Ezr 1:10; Ezr 8:27; Neh 7:70; Jer 52:19"
E01084,bastard,2,2,,"Deu 23:2; Zec 9:6"
E01085,bastards,1,1,,"Heb 12:8"
E01086,bat,2,2,,"Lev 11:19; Deu 14:18"
E01087,bath,6,4,,"Isa 5:10; Eze 45:10; Eze 45:11; Eze 45:14"
E01088,bathe,18,18,,"Lev 15:5; Lev 15:6; Lev 15:7; Lev 15:8; Lev 15:10; Lev 15:11; Lev 15:13; Lev 15:18; Lev 15:21; Lev 15:22; Lev 15:27; Lev 16:26; Lev 16:28; Lev 17:15; Lev 17:16; Num 19:7; Num 19:8; Num 19:19"
E01089,bathed,1,1,,"Isa 34:5"
E01090,bathrabbim,1,1,,"Sol 7:4"
E01091,baths,9,6,,"1Ki 7:26; 1Ki 7:38; 2Ch 2:10; 2Ch 4:5; Ezr 7:22; Eze 45:14"
E01092,bathsheba,11,11,,"2Sa 11:3; 2Sa 12:24; 1Ki 1:11; 1Ki 1:15; 1Ki 1:16; 1Ki 1:28; 1Ki 1:31; 1Ki 2:13; 1Ki 2:18; 1Ki 2:19; Psa 51:1"
E01093,bathshua,1,1,,"1Ch 3:5"
E01094,bats,1,1,,"Isa 2:20"
E01095,battered,1,1,,"2Sa 20:15"
E01096,battering,2,2,,"Eze 4:2; Eze 21:22"
