E번호,단어(Word),출현횟수(Count),절수(Verses),뜻(Meaning),구절주소(References)
E10760,stretch,50,50,,"Exo 3:20; Exo 7:5; Exo 7:19; Exo 8:5; Exo 8:16; Exo 9:15; Exo 9:22; Exo 10:12; Exo 10:21; Exo 14:16; Exo 14:26; Exo 25:20; Jos 8:18; 1Sa 24:6; 1Sa 26:9; 1Sa 26:11; 1Sa 26:23; 2Sa 1:14; 2Ki 21:13; Job 11:13; Job 30:24; Job 39:26; Psa 68:31; Psa 138:7; Psa 143:6; Isa 28:20; Isa 31:3; Isa 34:11; Isa 54:2; Jer 6:12; Jer 10:20; Jer 15:6; Jer 51:25; Eze 6:14; Eze 14:9; Eze 14:13; Eze 25:7; Eze 25:13; Eze 25:16; Eze 30:25; Eze 35:3; Dan 11:42; Amo 6:4; Zep 1:4; Zep 2:13; Mat 12:13; Mar 3:5; Luk 6:10; Joh 21:18; 2Co 10:14"
E10761,stretched,71,70,,"Gen 22:10; Gen 48:14; Exo 6:6; Exo 8:6; Exo 8:17; Exo 9:23; Exo 10:13; Exo 10:22; Exo 14:21; Exo 14:27; Deu 4:34; Deu 5:15; Deu 7:19; Deu 9:29; Deu 11:2; Jos 8:18; Jos 8:19; Jos 8:26; 2Sa 24:16; 1Ki 6:27; 1Ki 8:42; 1Ki 17:21; 2Ki 4:34; 2Ki 4:35; 2Ki 17:36; 1Ch 21:16; 2Ch 6:32; Job 38:5; Psa 44:20; Psa 88:9; Psa 136:6; Psa 136:12; Pro 1:24; Isa 3:16; Isa 5:25; Isa 9:12; Isa 9:17; Isa 9:21; Isa 10:4; Isa 14:26; Isa 14:27; Isa 16:8; Isa 23:11; Isa 42:5; Isa 45:12; Isa 51:13; Jer 6:4; Jer 10:12; Jer 32:17; Jer 32:21; Jer 51:15; Lam 2:8; Eze 1:11; Eze 1:22; Eze 10:7; Eze 16:27; Eze 20:33; Eze 20:34; Hos 7:5; Amo 6:7; Zec 1:16; Mat 12:13; Mat 12:49; Mat 14:31; Mat 26:51; Mar 3:5; Luk 22:53; Act 12:1; Act 26:1; Rom 10:21"
E10762,stretchedst,1,1,,"Exo 15:12"
E10763,stretchest,1,1,,"Psa 104:2"
E10764,stretcheth,7,7,,"Job 15:25; Job 26:7; Pro 31:20; Isa 40:22; Isa 44:13; Isa 44:24; Zec 12:1"
E10765,stretching,2,2,,"Isa 8:8; Act 4:30"
E10766,stricken,18,17,,"Gen 18:11; Gen 24:1; Jos 13:1; Jos 23:1; Jos 23:2; Jdg 5:26; 1Ki 1:1; Pro 6:1; Pro 23:35; Isa 1:5; Isa 16:7; Isa 53:4; Isa 53:8; Jer 5:3; Lam 4:9; Luk 1:7; Luk 1:18"
E10767,strife,39,38,,"Gen 13:7; Gen 13:8; Num 27:14; Deu 1:12; Jdg 12:2; 2Sa 19:9; Psa 31:20; Psa 55:9; Psa 80:6; Psa 106:32; Pro 15:18; Pro 16:28; Pro 17:1; Pro 17:14; Pro 17:19; Pro 20:3; Pro 22:10; Pro 26:17; Pro 26:20; Pro 26:21; Pro 28:25; Pro 29:22; Pro 30:33; Isa 58:4; Jer 15:10; Eze 47:19; Eze 48:28; Hab 1:3; Luk 22:24; Rom 13:13; 1Co 3:3; Gal 5:20; Phi 1:15; Phi 2:3; 1Ti 6:4; Heb 6:16; Jam 3:14; Jam 3:16"
E10768,strifes,4,4,,"Pro 10:12; 2Co 12:20; 1Ti 6:4; 2Ti 2:23"
E10769,strike,12,12,,"Exo 12:7; Exo 12:22; Deu 21:4; 2Ki 5:11; Job 17:3; Job 20:24; Psa 110:5; Pro 7:23; Pro 17:26; Pro 22:26; Hab 3:14; Mar 14:65"
E10770,striker,2,2,,"1Ti 3:3; Tit 1:7"
E10771,striketh,3,3,,"Job 34:26; Pro 17:18; Rev 9:5"
E10772,string,2,2,,"Psa 11:2; Mar 7:35"
E10773,stringed,3,3,,"Psa 150:4; Isa 38:20; Hab 3:19"
E10774,strings,4,4,,"Psa 21:12; Psa 33:2; Psa 92:3; Psa 144:9"
E10775,strip,7,7,,"Num 20:26; 1Sa 31:8; 1Ch 10:8; Isa 32:11; Eze 16:39; Eze 23:26; Hos 2:3"
E10776,stripe,2,1,,"Exo 21:25"
E10777,stripes,17,15,,"Deu 25:3; 2Sa 7:14; Psa 89:32; Pro 17:10; Pro 19:29; Pro 20:30; Isa 53:5; Luk 12:47; Luk 12:48; Act 16:23; Act 16:33; 2Co 6:5; 2Co 11:23; 2Co 11:24; 1Pe 2:24"
E10778,stripling,1,1,,"1Sa 17:56"
E10779,stripped,12,12,,"Exo 33:6; Num 20:28; 1Sa 18:4; 1Sa 19:24; 1Sa 31:9; 1Ch 10:9; 2Ch 20:25; Job 19:9; Job 22:6; Mic 1:8; Mat 27:28; Luk 10:30"
E10780,stript,1,1,,"Gen 37:23"
E10781,strive,22,20,,"Gen 6:3; Gen 26:20; Exo 21:18; Exo 21:22; Deu 25:11; Deu 33:8; Jdg 11:25; Job 33:13; Psa 35:1; Pro 3:30; Pro 25:8; Isa 41:11; Isa 45:9; Hos 4:4; Mat 12:19; Luk 13:24; Rom 15:30; 2Ti 2:5; 2Ti 2:14; 2Ti 2:24"
E10782,strived,1,1,,"Rom 15:20"
E10783,striven,1,1,,"Jer 50:24"
E10784,striveth,2,2,,"Isa 45:9; 1Co 9:25"
E10785,striving,3,3,,"Phi 1:27; Col 1:29; Heb 12:4"
E10786,strivings,3,3,,"2Sa 22:44; Psa 18:43; Tit 3:9"
E10787,stroke,11,10,,"Deu 17:8; Deu 19:5; Deu 21:5; Est 9:5; Job 23:2; Job 36:18; Psa 39:10; Isa 14:6; Isa 30:26; Eze 24:16"
E10788,strokes,1,1,,"Pro 18:6"
E10789,strong,255,239,,"Gen 49:14; Gen 49:24; Exo 6:1; Exo 10:19; Exo 13:9; Exo 14:21; Lev 10:9; Num 6:3; Num 13:18; Num 13:19; Num 13:28; Num 20:20; Num 21:24; Num 24:21; Num 28:7; Deu 2:36; Deu 11:8; Deu 14:26; Deu 29:6; Deu 31:6; Deu 31:7; Deu 31:23; Jos 1:6; Jos 1:7; Jos 1:9; Jos 1:18; Jos 10:25; Jos 14:11; Jos 17:13; Jos 17:18; Jos 19:29; Jos 23:9; Jdg 1:28; Jdg 6:2; Jdg 9:51; Jdg 13:4; Jdg 13:7; Jdg 13:14; Jdg 14:14; Jdg 18:26; 1Sa 1:15; 1Sa 4:9; 1Sa 14:52; 1Sa 23:14; 1Sa 23:19; 1Sa 23:29; 2Sa 3:6; 2Sa 5:7; 2Sa 10:11; 2Sa 11:25; 2Sa 15:12; 2Sa 16:21; 2Sa 22:18; 2Sa 24:7; 1Ki 2:2; 1Ki 8:42; 1Ki 19:11; 2Ki 2:16; 2Ki 8:12; 2Ki 24:16; 1Ch 19:12; 1Ch 22:13; 1Ch 26:7; 1Ch 26:9; 1Ch 28:10; 1Ch 28:20; 2Ch 11:11; 2Ch 11:12; 2Ch 11:17; 2Ch 15:7; 2Ch 16:9; 2Ch 25:8; 2Ch 26:15; 2Ch 26:16; 2Ch 32:7; Ezr 9:12; Neh 1:10; Neh 9:25; Job 8:2; Job 9:19; Job 30:21; Job 33:19; Job 37:18; Job 39:28; Job 40:18; Psa 10:10; Psa 18:17; Psa 19:5; Psa 22:12; Psa 24:8; Psa 30:7; Psa 31:2; Psa 31:21; Psa 35:10; Psa 38:19; Psa 60:9; Psa 61:3; Psa 71:3; Psa 71:7; Psa 80:15"
E10790,stronger,21,18,,"Gen 25:23; Gen 30:41; Gen 30:42; Num 13:31; Jdg 14:18; 2Sa 1:23; 2Sa 3:1; 2Sa 13:14; 1Ki 20:23; 1Ki 20:25; Job 17:9; Psa 105:24; Psa 142:6; Jer 20:7; Jer 31:11; Luk 11:22; 1Co 1:25; 1Co 10:22"
E10791,strongest,1,1,,"Pro 30:30"
E10792,strongly,1,1,,"Ezr 6:3"
E10793,strove,14,13,,"Gen 26:20; Gen 26:21; Gen 26:22; Exo 2:13; Lev 24:10; Num 20:13; Num 26:9; 2Sa 14:6; Psa 60:1; Dan 7:2; Joh 6:52; Act 7:26; Act 23:9"
E10794,strowed,1,1,,"2Ch 34:4"
E10795,struck,7,7,,"1Sa 2:14; 2Sa 12:15; 2Sa 20:10; 2Ch 13:20; Mat 26:51; Luk 22:64; Joh 18:22"
E10796,struggled,1,1,,"Gen 25:22"
E10797,stubble,18,18,,"Exo 5:12; Exo 15:7; Job 13:25; Job 21:18; Job 41:28; Job 41:29; Psa 83:13; Isa 5:24; Isa 33:11; Isa 40:24; Isa 41:2; Isa 47:14; Jer 13:24; Joe 2:5; Oba 1:18; Nah 1:10; Mal 4:1; 1Co 3:12"
E10798,stubborn,5,5,,"Deu 21:18; Deu 21:20; Jdg 2:19; Psa 78:8; Pro 7:11"
E10799,stubbornness,2,2,,"Deu 9:27; 1Sa 15:23"
E10800,stuck,3,3,,"1Sa 26:7; Psa 119:31; Act 27:41"
E10801,studieth,2,2,,"Pro 15:28; Pro 24:2"
E10802,studs,1,1,,"Sol 1:11"
E10803,study,3,3,,"Ecc 12:12; 1Th 4:11; 2Ti 2:15"
E10804,stuff,16,13,,"Gen 31:37; Gen 45:20; Exo 22:7; Exo 36:7; Jos 7:11; 1Sa 10:22; 1Sa 25:13; 1Sa 30:24; Neh 13:8; Eze 12:3; Eze 12:4; Eze 12:7; Luk 17:31"
E10805,stumble,19,19,,"Pro 3:23; Pro 4:12; Pro 4:19; Isa 5:27; Isa 8:15; Isa 28:7; Isa 59:10; Isa 63:13; Jer 13:16; Jer 18:15; Jer 20:11; Jer 31:9; Jer 46:6; Jer 50:32; Dan 11:19; Nah 2:5; Nah 3:3; Mal 2:8; 1Pe 2:8"
E10806,stumbled,6,6,,"1Sa 2:4; 1Ch 13:9; Psa 27:2; Jer 46:12; Rom 9:32; Rom 11:11"
E10807,stumbleth,4,4,,"Pro 24:17; Joh 11:9; Joh 11:10; Rom 14:21"
E10808,stumbling,3,3,,"Isa 8:14; 1Pe 2:8; 1Jo 2:10"
E10809,stumblingblock,12,12,,"Lev 19:14; Isa 57:14; Eze 3:20; Eze 7:19; Eze 14:3; Eze 14:4; Eze 14:7; Rom 11:9; Rom 14:13; 1Co 1:23; 1Co 8:9; Rev 2:14"
E10810,stumblingblocks,2,2,,"Jer 6:21; Zep 1:3"
E10811,stumblingstone,2,2,,"Rom 9:32; Rom 9:33"
E10812,stump,4,4,,"1Sa 5:4; Dan 4:15; Dan 4:23; Dan 4:26"
E10813,suah,1,1,,"1Ch 7:36"
E10814,subdue,8,8,,"Gen 1:28; 1Ch 17:10; Psa 47:3; Isa 45:1; Dan 7:24; Mic 7:19; Zec 9:15; Phi 3:21"
E10815,subdued,19,19,,"Num 32:22; Num 32:29; Deu 20:20; Jos 18:1; Jdg 3:30; Jdg 4:23; Jdg 8:28; Jdg 11:33; 1Sa 7:13; 2Sa 8:1; 2Sa 8:11; 2Sa 22:40; 1Ch 18:1; 1Ch 20:4; 1Ch 22:18; Psa 18:39; Psa 81:14; 1Co 15:28; Heb 11:33"
E10816,subduedst,1,1,,"Neh 9:24"
E10817,subdueth,3,3,,"Psa 18:47; Psa 144:2; Dan 2:40"
E10818,subject,17,17,,"Luk 2:51; Luk 10:17; Luk 10:20; Rom 8:7; Rom 8:20; Rom 13:1; Rom 13:5; 1Co 14:32; 1Co 15:28; Eph 5:24; Col 2:20; Tit 3:1; Heb 2:15; Jam 5:17; 1Pe 2:18; 1Pe 3:22; 1Pe 5:5"
E10819,subjected,1,1,,"Rom 8:20"
E10820,subjection,14,13,,"Psa 106:42; Jer 34:11; Jer 34:16; 1Co 9:27; 2Co 9:13; Gal 2:5; 1Ti 2:11; 1Ti 3:4; Heb 2:5; Heb 2:8; Heb 12:9; 1Pe 3:1; 1Pe 3:5"
E10821,submit,12,12,,"Gen 16:9; 2Sa 22:45; Psa 18:44; Psa 66:3; Psa 68:30; 1Co 16:16; Eph 5:22; Col 3:18; Heb 13:17; Jam 4:7; 1Pe 2:13; 1Pe 5:5"
E10822,submitted,3,3,,"1Ch 29:24; Psa 81:15; Rom 10:3"
E10823,submitting,1,1,,"Eph 5:21"
E10824,suborned,1,1,,"Act 6:11"
E10825,subscribe,2,2,,"Isa 44:5; Jer 32:44"
E10826,subscribed,2,2,,"Jer 32:10; Jer 32:12"
E10827,substance,50,49,,"Gen 7:4; Gen 7:23; Gen 12:5; Gen 13:6; Gen 15:14; Gen 34:23; Gen 36:6; Deu 11:6; Deu 33:11; Jos 14:4; 1Ch 27:31; 1Ch 28:1; 2Ch 21:17; 2Ch 31:3; 2Ch 32:29; 2Ch 35:7; Ezr 8:21; Ezr 10:8; Job 1:3; Job 1:10; Job 5:5; Job 6:22; Job 15:29; Job 20:18; Job 22:20; Job 30:22; Psa 17:14; Psa 105:21; Psa 139:15; Psa 139:16; Pro 1:13; Pro 3:9; Pro 6:31; Pro 8:21; Pro 10:3; Pro 12:27; Pro 28:8; Pro 29:3; Sol 8:7; Isa 6:13; Jer 15:13; Jer 17:3; Hos 12:8; Oba 1:13; Mic 4:13; Luk 8:3; Luk 15:13; Heb 10:34; Heb 11:1"
E10828,subtil,3,3,,"Gen 3:1; 2Sa 13:3; Pro 7:10"
E10829,subtilly,3,3,,"1Sa 23:22; Psa 105:25; Act 7:19"
E10830,subtilty,6,6,,"Gen 27:35; 2Ki 10:19; Pro 1:4; Mat 26:4; Act 13:10; 2Co 11:3"
E10831,suburbs,115,69,,"Lev 25:34; Num 35:2; Num 35:3; Num 35:4; Num 35:5; Num 35:7; Jos 14:4; Jos 21:2; Jos 21:3; Jos 21:8; Jos 21:11; Jos 21:13; Jos 21:14; Jos 21:15; Jos 21:16; Jos 21:17; Jos 21:18; Jos 21:19; Jos 21:21; Jos 21:22; Jos 21:23; Jos 21:24; Jos 21:25; Jos 21:26; Jos 21:27; Jos 21:28; Jos 21:29; Jos 21:30; Jos 21:31; Jos 21:32; Jos 21:33; Jos 21:34; Jos 21:35; Jos 21:36; Jos 21:37; Jos 21:38; Jos 21:39; Jos 21:41; Jos 21:42; 2Ki 23:11; 1Ch 5:16; 1Ch 6:55; 1Ch 6:57; 1Ch 6:58; 1Ch 6:59; 1Ch 6:60; 1Ch 6:64; 1Ch 6:67; 1Ch 6:68; 1Ch 6:69; 1Ch 6:70; 1Ch 6:71; 1Ch 6:72; 1Ch 6:73; 1Ch 6:74; 1Ch 6:75; 1Ch 6:76; 1Ch 6:77; 1Ch 6:78; 1Ch 6:79; 1Ch 6:80; 1Ch 6:81; 1Ch 13:2; 2Ch 11:14; 2Ch 31:19; Eze 27:28; Eze 45:2; Eze 48:15; Eze 48:17"
E10832,subvert,2,2,,"Lam 3:36; Tit 1:11"
E10833,subverted,1,1,,"Tit 3:11"
E10834,subverting,2,2,,"Act 15:24; 2Ti 2:14"
E10835,succeed,1,1,,"Deu 25:6"
E10836,succeeded,3,3,,"Deu 2:12; Deu 2:21; Deu 2:22"
E10837,succeedest,2,2,,"Deu 12:29; Deu 19:1"
E10838,success,1,1,,"Jos 1:8"
E10839,succoth,18,16,,"Gen 33:17; Exo 12:37; Exo 13:20; Num 33:5; Num 33:6; Jos 13:27; Jdg 8:5; Jdg 8:6; Jdg 8:8; Jdg 8:14; Jdg 8:15; Jdg 8:16; 1Ki 7:46; 2Ch 4:17; Psa 60:6; Psa 108:7"
E10840,succothbenoth,1,1,,"2Ki 17:30"
E10841,succour,3,3,,"2Sa 8:5; 2Sa 18:3; Heb 2:18"
E10842,succoured,2,2,,"2Sa 21:17; 2Co 6:2"
E10843,succourer,1,1,,"Rom 16:2"
E10844,such,249,230,,"Gen 4:20; Gen 4:21; Gen 27:4; Gen 27:9; Gen 27:14; Gen 27:46; Gen 30:32; Gen 41:19; Gen 41:38; Gen 44:15; Exo 9:18; Exo 9:24; Exo 10:14; Exo 11:6; Exo 12:36; Exo 18:21; Exo 34:10; Lev 10:19; Lev 11:34; Lev 14:22; Lev 14:30; Lev 14:31; Lev 20:6; Lev 22:6; Lev 27:9; Num 8:16; Deu 4:32; Deu 5:29; Deu 13:11; Deu 13:14; Deu 16:9; Deu 17:4; Deu 19:20; Deu 25:16; Jdg 3:2; Jdg 13:23; Jdg 18:23; Jdg 19:30; Rut 4:1; 1Sa 2:23; 1Sa 4:7; 1Sa 21:2; 1Sa 25:17; 2Sa 9:8; 2Sa 12:8; 2Sa 13:12; 2Sa 13:18; 2Sa 14:13; 2Sa 16:2; 2Sa 19:36; 1Ki 10:10; 1Ki 10:12; 2Ki 6:8; 2Ki 6:9; 2Ki 7:19; 2Ki 19:29; 2Ki 21:12; 2Ki 23:22; 2Ki 25:15; 1Ch 12:33; 1Ch 12:36; 1Ch 29:25; 2Ch 1:12; 2Ch 4:6; 2Ch 9:9; 2Ch 9:11; 2Ch 11:16; 2Ch 23:13; 2Ch 24:12; 2Ch 30:5; 2Ch 35:18; Ezr 4:10; Ezr 4:11; Ezr 4:17; Ezr 6:21; Ezr 7:12; Ezr 7:25; Ezr 7:27; Ezr 8:31; Ezr 9:13; Ezr 10:3; Neh 6:8; Neh 6:11; Est 2:9; Est 4:11; Est 4:14; Est 9:2; Est 9:27; Job 12:3; Job 14:3; Job 15:13; Job 16:2; Job 18:21; Job 23:14; Psa 25:10; Psa 27:12; Psa 34:18; Psa 37:14; Psa 37:22; Psa 40:4"
E10845,suchathites,1,1,,"1Ch 2:55"
E10846,suck,19,18,,"Gen 21:7; Deu 32:13; Deu 33:19; 1Sa 1:23; 1Ki 3:21; Job 3:12; Job 20:16; Job 39:30; Isa 60:16; Isa 66:11; Isa 66:12; Lam 4:3; Eze 23:34; Joe 2:16; Mat 24:19; Mar 13:17; Luk 21:23; Luk 23:29"
E10847,sucked,2,2,,"Sol 8:1; Luk 11:27"
E10848,sucking,5,5,,"Num 11:12; 1Sa 7:9; Isa 11:8; Isa 49:15; Lam 4:4"
E10849,suckling,3,3,,"Deu 32:25; 1Sa 15:3; Jer 44:7"
E10850,sucklings,4,4,,"1Sa 22:19; Psa 8:2; Lam 2:11; Mat 21:16"
E10851,sudden,3,3,,"Job 22:10; Pro 3:25; 1Th 5:3"
E10852,suddenly,41,40,,"Num 6:9; Num 12:4; Num 35:22; Deu 7:4; Jos 10:9; Jos 11:7; 2Sa 15:14; 2Ch 29:36; Job 5:3; Job 9:23; Psa 6:10; Psa 64:4; Psa 64:7; Pro 6:15; Pro 24:22; Pro 29:1; Ecc 9:12; Isa 29:5; Isa 30:13; Isa 47:11; Isa 48:3; Jer 4:20; Jer 6:26; Jer 15:8; Jer 18:22; Jer 49:19; Jer 50:44; Jer 51:8; Hab 2:7; Mal 3:1; Mar 9:8; Mar 13:36; Luk 2:13; Luk 9:39; Act 2:2; Act 9:3; Act 16:26; Act 22:6; Act 28:6; 1Ti 5:22"
E10853,sue,1,1,,"Mat 5:40"
E10854,suffer,96,95,,"Exo 12:23; Exo 22:18; Lev 2:13; Lev 19:17; Lev 22:16; Num 21:23; Jos 10:19; Jdg 1:34; Jdg 15:1; Jdg 16:26; 2Sa 14:11; 1Ki 15:17; Est 3:8; Job 9:18; Job 21:3; Job 24:11; Job 36:2; Psa 9:13; Psa 16:10; Psa 34:10; Psa 55:22; Psa 88:15; Psa 89:33; Psa 101:5; Psa 121:3; Pro 10:3; Pro 19:15; Pro 19:19; Ecc 5:6; Ecc 5:12; Eze 44:20; Mat 3:15; Mat 8:21; Mat 8:31; Mat 16:21; Mat 17:12; Mat 17:17; Mat 19:14; Mat 23:13; Mar 7:12; Mar 8:31; Mar 9:12; Mar 9:19; Mar 10:14; Mar 11:16; Luk 8:32; Luk 9:22; Luk 9:41; Luk 9:59; Luk 17:25; Luk 18:16; Luk 22:15; Luk 22:51; Luk 24:46; Act 2:27; Act 3:18; Act 5:41; Act 7:24; Act 9:16; Act 13:35; Act 21:39; Act 26:23; Rom 8:17; 1Co 3:15; 1Co 4:12; 1Co 6:7; 1Co 9:12; 1Co 10:13; 1Co 12:26; 2Co 1:6; 2Co 11:19; 2Co 11:20; Gal 5:11; Gal 6:12; Phi 1:29; Phi 4:12; 1Th 3:4; 2Th 1:5; 1Ti 2:12; 1Ti 4:10; 2Ti 1:12; 2Ti 2:9; 2Ti 2:12; 2Ti 3:12; Heb 11:25; Heb 13:3; Heb 13:22; 1Pe 2:20; 1Pe 3:14; 1Pe 3:17; 1Pe 4:15; 1Pe 4:16; 1Pe 4:19; Rev 2:10; Rev 11:9"
E10855,suffered,50,49,,"Gen 20:6; Gen 31:7; Gen 31:28; Deu 8:3; Deu 18:14; Jdg 3:28; 1Sa 24:7; 2Sa 21:10; 1Ch 16:21; Job 31:30; Psa 105:14; Jer 15:15; Mat 3:15; Mat 19:8; Mat 24:43; Mat 27:19; Mar 1:34; Mar 5:19; Mar 5:26; Mar 5:37; Mar 10:4; Luk 4:41; Luk 8:32; Luk 8:51; Luk 12:39; Luk 13:2; Luk 24:26; Act 13:18; Act 14:16; Act 16:7; Act 17:3; Act 19:30; Act 28:16; 2Co 7:12; 2Co 11:25; Gal 3:4; Phi 3:8; 1Th 2:2; 1Th 2:14; Heb 2:18; Heb 5:8; Heb 7:23; Heb 9:26; Heb 13:12; 1Pe 2:21; 1Pe 2:23; 1Pe 3:18; 1Pe 4:1; 1Pe 5:10"
E10856,sufferest,1,1,,"Rev 2:20"
E10857,suffereth,5,5,,"Psa 66:9; Psa 107:38; Mat 11:12; Act 28:4; 1Co 13:4"
E10858,suffering,5,5,,"Act 27:7; Heb 2:9; Jam 5:10; 1Pe 2:19; Jud 1:7"
E10859,sufferings,10,10,,"Rom 8:18; 2Co 1:5; 2Co 1:6; 2Co 1:7; Phi 3:10; Col 1:24; Heb 2:10; 1Pe 1:11; 1Pe 4:13; 1Pe 5:1"
E10860,suffice,7,6,,"Num 11:22; Deu 3:26; 1Ki 20:10; Eze 44:6; Eze 45:9; 1Pe 4:3"
E10861,sufficed,3,3,,"Jdg 21:14; Rut 2:14; Rut 2:18"
E10862,sufficeth,1,1,,"Joh 14:8"
E10863,sufficiency,3,3,,"Job 20:22; 2Co 3:5; 2Co 9:8"
E10864,sufficient,13,12,,"Exo 36:7; Deu 15:8; Deu 33:7; Pro 25:16; Isa 40:16; Mat 6:34; Luk 14:28; Joh 6:7; 2Co 2:6; 2Co 2:16; 2Co 3:5; 2Co 12:9"
E10865,sufficiently,2,2,,"2Ch 30:3; Isa 23:18"
E10866,suit,3,3,,"Jdg 17:10; 2Sa 15:4; Job 11:19"
E10867,suits,1,1,,"Isa 3:22"
E10868,sukkiims,1,1,,"2Ch 12:3"
E10869,sum,21,21,,"Exo 21:30; Exo 30:12; Exo 38:21; Num 1:2; Num 1:49; Num 4:2; Num 4:22; Num 26:2; Num 26:4; Num 31:26; Num 31:49; 2Sa 24:9; 2Ki 22:4; 1Ch 21:5; Est 4:7; Psa 139:17; Eze 28:12; Dan 7:1; Act 7:16; Act 22:28; Heb 8:1"
E10870,summer,27,27,,"Gen 8:22; Jdg 3:20; Jdg 3:24; 2Sa 16:1; 2Sa 16:2; Psa 32:4; Psa 74:17; Pro 6:8; Pro 10:5; Pro 26:1; Pro 30:25; Isa 16:9; Isa 18:6; Isa 28:4; Jer 8:20; Jer 40:10; Jer 40:12; Jer 48:32; Dan 2:35; Amo 3:15; Amo 8:1; Amo 8:2; Mic 7:1; Zec 14:8; Mat 24:32; Mar 13:28; Luk 21:30"
E10871,sumptuously,1,1,,"Luk 16:19"
E10872,sun,160,152,,"Gen 15:12; Gen 15:17; Gen 19:23; Gen 28:11; Gen 32:31; Gen 37:9; Exo 16:21; Exo 17:12; Exo 22:3; Exo 22:26; Lev 22:7; Num 2:3; Num 25:4; Deu 4:19; Deu 11:30; Deu 16:6; Deu 17:3; Deu 23:11; Deu 24:13; Deu 24:15; Deu 33:14; Jos 1:4; Jos 8:29; Jos 10:12; Jos 10:13; Jos 10:27; Jos 12:1; Jdg 5:31; Jdg 8:13; Jdg 9:33; Jdg 14:18; Jdg 19:14; 1Sa 11:9; 2Sa 2:24; 2Sa 3:35; 2Sa 12:11; 2Sa 12:12; 2Sa 23:4; 1Ki 22:36; 2Ki 3:22; 2Ki 23:5; 2Ki 23:11; 2Ch 18:34; Neh 7:3; Job 8:16; Job 9:7; Job 30:28; Job 31:26; Psa 19:4; Psa 50:1; Psa 58:8; Psa 72:5; Psa 72:17; Psa 74:16; Psa 84:11; Psa 89:36; Psa 104:19; Psa 104:22; Psa 113:3; Psa 121:6; Psa 136:8; Psa 148:3; Ecc 1:3; Ecc 1:5; Ecc 1:9; Ecc 1:14; Ecc 2:11; Ecc 2:17; Ecc 2:18; Ecc 2:19; Ecc 2:20; Ecc 2:22; Ecc 3:16; Ecc 4:1; Ecc 4:3; Ecc 4:7; Ecc 4:15; Ecc 5:13; Ecc 5:18; Ecc 6:1; Ecc 6:5; Ecc 6:12; Ecc 7:11; Ecc 8:9; Ecc 8:15; Ecc 8:17; Ecc 9:3; Ecc 9:6; Ecc 9:9; Ecc 9:11; Ecc 9:13; Ecc 10:5; Ecc 11:7; Ecc 12:2; Sol 1:6; Sol 6:10; Isa 13:10; Isa 24:23; Isa 30:26; Isa 38:8"
E10873,sunder,7,7,,"Psa 46:9; Psa 107:14; Psa 107:16; Isa 27:9; Isa 45:2; Nah 1:13; Luk 12:46"
E10874,sundered,1,1,,"Job 41:17"
E10875,sundry,1,1,,"Heb 1:1"
E10876,sung,5,5,,"Isa 26:1; Mat 26:30; Mar 14:26; Rev 5:9; Rev 14:3"
E10877,sunk,7,7,,"1Sa 17:49; 2Ki 9:24; Psa 9:15; Jer 38:6; Jer 38:22; Lam 2:9; Act 20:9"
E10878,sunrising,10,10,,"Num 21:11; Num 34:15; Deu 4:41; Deu 4:47; Jos 1:15; Jos 13:5; Jos 19:12; Jos 19:27; Jos 19:34; Jdg 20:43"
E10879,sup,3,3,,"Hab 1:9; Luk 17:8; Rev 3:20"
E10880,superfluity,1,1,,"Jam 1:21"
E10881,superfluous,3,3,,"Lev 21:18; Lev 22:23; 2Co 9:1"
E10882,superscription,5,5,,"Mat 22:20; Mar 12:16; Mar 15:26; Luk 20:24; Luk 23:38"
E10883,superstition,1,1,,"Act 25:19"
E10884,superstitious,1,1,,"Act 17:22"
E10885,supped,1,1,,"1Co 11:25"
E10886,supper,14,14,,"Mar 6:21; Luk 14:12; Luk 14:16; Luk 14:17; Luk 14:24; Luk 22:20; Joh 12:2; Joh 13:2; Joh 13:4; Joh 21:20; 1Co 11:20; 1Co 11:21; Rev 19:9; Rev 19:17"
E10887,supplant,1,1,,"Jer 9:4"
E10888,supplanted,1,1,,"Gen 27:36"
E10889,supple,1,1,,"Eze 16:4"
E10890,suppliants,1,1,,"Zep 3:10"
E10891,supplication,39,37,,"1Sa 13:12; 1Ki 8:28; 1Ki 8:30; 1Ki 8:33; 1Ki 8:38; 1Ki 8:45; 1Ki 8:47; 1Ki 8:49; 1Ki 8:52; 1Ki 8:54; 1Ki 8:59; 1Ki 9:3; 2Ch 6:19; 2Ch 6:24; 2Ch 6:29; 2Ch 6:35; 2Ch 33:13; Est 4:8; Job 8:5; Job 9:15; Psa 6:9; Psa 30:8; Psa 55:1; Psa 119:170; Psa 142:1; Isa 45:14; Jer 36:7; Jer 37:20; Jer 38:26; Jer 42:2; Jer 42:9; Dan 6:11; Dan 9:20; Hos 12:4; Act 1:14; Eph 6:18; Phi 4:6"
E10892,supplications,21,21,,"2Ch 6:21; 2Ch 6:39; Job 41:3; Psa 28:2; Psa 28:6; Psa 31:22; Psa 86:6; Psa 116:1; Psa 130:2; Psa 140:6; Psa 143:1; Jer 3:21; Jer 31:9; Dan 9:3; Dan 9:17; Dan 9:18; Dan 9:23; Zec 12:10; 1Ti 2:1; 1Ti 5:5; Heb 5:7"
